,imodulon,annotation,pvalue,qvalue,precision,recall,f1score,TP,target_set_size,imodulon_size,source,pathway_name,module_name
12,Fur-1,iron-sulfur cluster assembly,3.009845371941884e-08,1.8145067813706788e-05,0.15384615384615385,0.2608695652173913,0.1935483870967742,6.0,54.0,39.0,GO,,
13,Fur-1,siderophore uptake transmembrane transporter activity,7.939190506081262e-08,4.187922991957866e-05,0.10256410256410256,0.6666666666666666,0.17777777777777778,4.0,10.0,39.0,GO,,
14,Fur-1,siderophore-iron transmembrane transporter activity,1.8406319087027963e-07,7.7674666547258e-05,0.10256410256410256,0.5714285714285714,0.17391304347826086,4.0,7.0,39.0,GO,,
15,Fur-1,siderophore transmembrane transport,1.8406319087027963e-07,7.7674666547258e-05,0.10256410256410256,0.5714285714285714,0.17391304347826086,4.0,13.0,39.0,GO,,
16,Fur-1,siderophore transport,3.657725430359637e-07,0.00014032364832834243,0.10256410256410256,0.5,0.1702127659574468,4.0,10.0,39.0,GO,,
17,Fur-1,"2,3-dihydroxybenzoate-serine ligase activity",6.521240105764451e-07,0.00022933027705271654,0.07692307692307693,1.0,0.14285714285714288,3.0,9.0,39.0,GO,,
18,Fur-1,iron import into cell,1.0833314375749885e-06,0.0003516660512743424,0.10256410256410256,0.4,0.163265306122449,4.0,10.0,39.0,GO,,
19,Fur-1,siderophore biosynthetic process,2.5924126001447896e-06,0.0007814272266150723,0.07692307692307693,0.75,0.13953488372093026,3.0,4.0,39.0,GO,,
20,Fur-1,signaling receptor activity,1.2802768202416637e-05,0.003376730113387388,0.07692307692307693,0.5,0.13333333333333336,3.0,7.0,39.0,GO,,
21,Fur-1,iron-sulfur cluster assembly complex,1.2802768202416637e-05,0.003376730113387388,0.07692307692307693,0.5,0.13333333333333336,3.0,10.0,39.0,GO,,
22,Fur-1,intracellular iron ion homeostasis,5.278402687023979e-05,0.01310285843484776,0.07692307692307693,0.3333333333333333,0.125,3.0,12.0,39.0,GO,,
23,Fur-1,sulfur incorporation into metallo-sulfur cluster,7.719738287277197e-05,0.016288647786154884,0.05128205128205128,1.0,0.09756097560975609,2.0,4.0,39.0,GO,,
24,Fur-1,enterobactin transmembrane transporter activity,7.719738287277197e-05,0.016288647786154884,0.05128205128205128,1.0,0.09756097560975609,2.0,2.0,39.0,GO,,
25,Fur-1,enterobactin synthetase complex,7.719738287277197e-05,0.016288647786154884,0.05128205128205128,1.0,0.09756097560975609,2.0,4.0,39.0,GO,,
26,Fur-1,phosphopantetheine binding,0.00023028790059893213,0.04225282350119537,0.05128205128205128,0.6666666666666666,0.09523809523809523,2.0,5.0,39.0,GO,,
27,Fur-1,enterobactin transport,0.00023028790059893213,0.04225282350119537,0.05128205128205128,0.6666666666666666,0.09523809523809523,2.0,4.0,39.0,GO,,
28,Fur-1,colicin transmembrane transporter activity,0.00023028790059893213,0.04225282350119537,0.05128205128205128,0.6666666666666666,0.09523809523809523,2.0,6.0,39.0,GO,,
29,Fur-1,ribonucleoside-diphosphate reductase complex,0.0004579833885963895,0.076352499338263,0.05128205128205128,0.5,0.09302325581395347,2.0,11.0,39.0,GO,,
30,Fur-1,ribonucleoside diphosphate metabolic process,0.0004579833885963895,0.076352499338263,0.05128205128205128,0.5,0.09302325581395347,2.0,4.0,39.0,GO,,
31,Fur-1,transmembrane transporter complex,0.00047041824236844504,0.076352499338263,0.10256410256410256,0.09523809523809523,0.09876543209876541,4.0,63.0,39.0,GO,,
32,Crp-2,DNA-binding transcription factor activity,1.325542200130216e-06,0.005593788084549512,0.23076923076923078,0.06349206349206349,0.0995850622406639,12.0,309.0,52.0,GO,,
33,Crp-2,regulation of DNA-templated transcription,2.514463604051055e-05,0.05305518204547725,0.25,0.04421768707482993,0.07514450867052024,13.0,475.0,52.0,GO,,
34,RpoH,response to heat,6.513489598264073e-20,2.748692610467439e-16,0.39473684210526316,0.26785714285714285,0.3191489361702127,15.0,76.0,38.0,GO,,
35,RpoH,cellular response to heat,6.768753868427843e-12,1.4282070662382748e-08,0.18421052631578946,0.5,0.2692307692307692,7.0,16.0,38.0,GO,,
36,RpoH,unfolded protein binding,9.998590897350834e-09,1.4064684528940174e-05,0.15789473684210525,0.3,0.20689655172413793,6.0,48.0,38.0,GO,,
37,RpoH,protein refolding,2.8315759410128356e-08,2.9873126177685416e-05,0.13157894736842105,0.4166666666666667,0.19999999999999998,5.0,16.0,38.0,GO,,
38,RpoH,protein unfolding,1.6527603700766788e-07,0.00013949297523447167,0.10526315789473684,0.5714285714285714,0.17777777777777778,4.0,11.0,38.0,GO,,
39,RpoH,protein-folding chaperone binding,5.876252753496698e-07,0.00041329644366260113,0.10526315789473684,0.4444444444444444,0.1702127659574468,4.0,12.0,38.0,GO,,
40,RpoH,cytoplasm,2.7715636046606632e-06,0.0016708569159525712,0.5526315789473685,0.0231023102310231,0.044350580781414996,21.0,2264.0,38.0,GO,,
41,RpoH,protein folding,3.1766171503407427e-06,0.0016756655468047417,0.13157894736842105,0.17857142857142858,0.15151515151515152,5.0,42.0,38.0,GO,,
42,RpoH,chaperone cofactor-dependent protein refolding,2.0568125132736726e-05,0.009644165340016555,0.07894736842105263,0.42857142857142855,0.13333333333333333,3.0,17.0,38.0,GO,,
43,RpoH,ATP-dependent peptidase activity,4.877403873403306e-05,0.02058264434576195,0.07894736842105263,0.3333333333333333,0.12765957446808512,3.0,20.0,38.0,GO,,
44,RpoH,protein domain specific binding,9.466261417315406e-05,0.036316021073700924,0.07894736842105263,0.2727272727272727,0.12244897959183672,3.0,13.0,38.0,GO,,
45,RpoH,protein folding chaperone,0.00012546155719870595,0.044120647614878265,0.07894736842105263,0.25,0.11999999999999998,3.0,21.0,38.0,GO,,
46,RpoH,protein-containing complex assembly,0.00016212428068018673,0.05262803572849138,0.07894736842105263,0.23076923076923078,0.11764705882352941,3.0,16.0,38.0,GO,,
47,RpoH,protein denaturation,0.00021851170692984285,0.0658656716602812,0.05263157894736842,0.6666666666666666,0.09756097560975609,2.0,3.0,38.0,GO,,
48,RpoH,cytosol,0.00025110997760556547,0.07064560703303242,0.5,0.018774703557312252,0.03619047619047619,19.0,1846.0,38.0,GO,,
49,RpoH,zinc ion binding,0.00036829622756124036,0.09713813001927714,0.18421052631578946,0.04375,0.0707070707070707,7.0,278.0,38.0,GO,,
50,NtrC-1,nitrogen utilization,3.1845063535831945e-10,1.343861681212108e-06,0.5,0.5,0.5,4.0,22.0,8.0,GO,,
51,NtrC-1,L-glutamine import across plasma membrane,3.995945354227047e-09,8.43144469741907e-06,0.375,1.0,0.5454545454545454,3.0,3.0,8.0,GO,,
52,NtrC-1,pyrimidine nucleobase catabolic process,3.3393788732699696e-07,0.0004697392948399757,0.375,0.3333333333333333,0.35294117647058826,3.0,10.0,8.0,GO,,
53,NtrC-1,uracil catabolic process,4.7664528697169843e-07,0.0005028607777551418,0.375,0.3,0.33333333333333326,3.0,27.0,8.0,GO,,
54,Zur,zinc ion transport,8.231367416276007e-09,3.4736370496684745e-05,0.25,0.5,0.3333333333333333,4.0,17.0,16.0,GO,,
55,Zur,response to zinc ion,3.9781706334080194e-07,0.000559596002432728,0.1875,0.6,0.2857142857142857,3.0,5.0,16.0,GO,,
56,Zur,zinc ion import across plasma membrane,3.9781706334080194e-07,0.000559596002432728,0.1875,0.6,0.2857142857142857,3.0,6.0,16.0,GO,,
57,Zur,monoatomic ion transport,1.7602372546502714e-06,0.0018570503036560361,0.375,0.05263157894736842,0.0923076923076923,6.0,117.0,16.0,GO,,
58,Zur,cellular response to zinc ion starvation,1.2501600465226232e-05,0.010551350792650939,0.125,1.0,0.2222222222222222,2.0,3.0,16.0,GO,,
59,Zur,ATPase-coupled monoatomic cation transmembrane transporter activity,3.742488248911488e-05,0.02256185772915211,0.125,0.6666666666666666,0.21052631578947367,2.0,3.0,16.0,GO,,
60,Zur,intracellular zinc ion homeostasis,3.742488248911488e-05,0.02256185772915211,0.125,0.6666666666666666,0.21052631578947367,2.0,4.0,16.0,GO,,
61,Zur,P-type ion transporter activity,7.469028304879018e-05,0.03939912430823682,0.125,0.5,0.2,2.0,5.0,16.0,GO,,
62,Osmoprotectant,ProVWX complex,0.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,GO,,
63,Osmoprotectant,glycine import across plasma membrane,0.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,GO,,
64,Osmoprotectant,cellular response to osmotic stress,1.4271233407895926e-09,2.0074868327106936e-06,1.0,0.5,0.6666666666666666,3.0,8.0,3.0,GO,,
65,Osmoprotectant,amino acid import across plasma membrane,2.4974658463953756e-09,2.1078611743576967e-06,1.0,0.42857142857142855,0.6,3.0,7.0,3.0,GO,,
66,Osmoprotectant,hyperosmotic response,2.4974658463953756e-09,2.1078611743576967e-06,1.0,0.42857142857142855,0.6,3.0,11.0,3.0,GO,,
67,Osmoprotectant,glycine betaine transport,8.562740044753188e-09,6.022460498143076e-06,1.0,0.3,0.4615384615384615,3.0,20.0,3.0,GO,,
68,Osmoprotectant,amine transmembrane transporter activity,3.125400116306554e-07,0.00016486485613517073,0.6666666666666666,1.0,0.8,2.0,3.0,3.0,GO,,
69,Osmoprotectant,amine transport,3.125400116306554e-07,0.00016486485613517073,0.6666666666666666,1.0,0.8,2.0,2.0,3.0,GO,,
70,Osmoprotectant,amino acid transport,7.302590134826447e-06,0.0034241033743297343,1.0,0.03488372093023256,0.06741573033707865,3.0,119.0,3.0,GO,,
71,Osmoprotectant,ATP-binding cassette (ABC) transporter complex,1.1192143444006558e-05,0.0047230845333707675,1.0,0.030303030303030304,0.05882352941176471,3.0,121.0,3.0,GO,,
72,histidine,histidine biosynthetic process,1.3431690641685283e-23,5.66817345079119e-20,1.0,0.8,0.888888888888889,8.0,50.0,8.0,GO,,
73,histidine,amino acid biosynthetic process,6.545563370310633e-14,1.3811138711355435e-10,1.0,0.0784313725490196,0.14545454545454545,8.0,117.0,8.0,GO,,
74,histidine,imidazoleglycerol-phosphate synthase activity,2.9170401085527864e-06,0.0030774773145231895,0.25,1.0,0.4,2.0,9.0,8.0,GO,,
75,histidine,imidazoleglycerol-phosphate synthase complex,2.9170401085527864e-06,0.0030774773145231895,0.25,1.0,0.4,2.0,4.0,8.0,GO,,
76,histidine,organic substance biosynthetic process,6.097860483086612e-05,0.051465942477251,0.25,0.2857142857142857,0.26666666666666666,2.0,7.0,8.0,GO,,
77,histidine,cytoplasm,0.00010640391655518497,0.0748374213104801,0.875,0.007700770077007701,0.015267175572519085,7.0,2264.0,8.0,GO,,
78,csp,response to cold,1.0649838651028479e-13,4.494231910734018e-10,0.6,0.4,0.48,6.0,21.0,10.0,GO,,
79,csp,regulation of gene expression,1.578939105399435e-12,3.3315615123928076e-09,0.6,0.2727272727272727,0.37499999999999994,6.0,23.0,10.0,GO,,
80,csp,nucleic acid binding,1.2485630029445959e-08,1.7563119574753983e-05,0.6,0.06666666666666667,0.12000000000000001,6.0,101.0,10.0,GO,,
81,Fur-2,iron ion transmembrane transport,8.291415568289466e-21,3.4989773698181545e-17,0.41379310344827586,0.4444444444444444,0.4285714285714286,12.0,28.0,29.0,GO,,
82,Fur-2,monoatomic ion transport,1.919625969299778e-12,3.9402153843630175e-09,0.41379310344827586,0.10526315789473684,0.1678321678321678,12.0,117.0,29.0,GO,,
83,Fur-2,siderophore-dependent iron import into cell,2.8011009841443254e-12,3.9402153843630175e-09,0.2413793103448276,0.4375,0.3111111111111111,7.0,23.0,29.0,GO,,
84,Fur-2,iron import into cell,2.177293795374097e-09,2.297044954119672e-06,0.1724137931034483,0.5,0.25641025641025644,5.0,10.0,29.0,GO,,
85,Fur-2,iron ion import across plasma membrane,7.705129322429543e-09,6.5031291481305345e-06,0.13793103448275862,0.8,0.2352941176470588,4.0,6.0,29.0,GO,,
86,Fur-2,ferric-enterobactin import into cell,2.3009790143122192e-08,1.618355240066261e-05,0.13793103448275862,0.6666666666666666,0.2285714285714286,4.0,9.0,29.0,GO,,
87,Fur-2,energy transducer activity,2.607354343633146e-07,0.00015718621900188395,0.10344827586206896,1.0,0.1875,3.0,9.0,29.0,GO,,
88,Fur-2,ferric-enterobactin transmembrane transporter activity,2.5841859144072184e-06,0.0013631580698498077,0.10344827586206896,0.6,0.17647058823529413,3.0,8.0,29.0,GO,,
89,Fur-2,iron ion transport,8.964300386585981e-06,0.004203260847932538,0.10344827586206896,0.42857142857142855,0.16666666666666663,3.0,9.0,29.0,GO,,
90,Fur-2,cobalamin transport,1.4279040506574437e-05,0.005477959176158557,0.10344827586206896,0.375,0.16216216216216217,3.0,29.0,29.0,GO,,
91,Fur-2,siderophore transport,1.4279040506574437e-05,0.005477959176158557,0.10344827586206896,0.375,0.16216216216216217,3.0,10.0,29.0,GO,,
92,Fur-2,bacteriocin transport,2.132323805032279e-05,0.0069218511209509365,0.10344827586206896,0.3333333333333333,0.15789473684210528,3.0,12.0,29.0,GO,,
93,Fur-2,intracellular iron ion homeostasis,2.132323805032279e-05,0.0069218511209509365,0.10344827586206896,0.3333333333333333,0.15789473684210528,3.0,12.0,29.0,GO,,
94,Fur-2,"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing",3.478635711262992e-05,0.010485601929664162,0.2413793103448276,0.047619047619047616,0.07954545454545454,7.0,175.0,29.0,GO,,
95,Fur-2,plasma membrane protein complex,4.151301199743327e-05,0.011678994041944562,0.10344827586206896,0.2727272727272727,0.15,3.0,16.0,29.0,GO,,
96,Fur-2,transmembrane transporter complex,0.00014560872127572397,0.0384043002364722,0.13793103448275862,0.09523809523809523,0.11267605633802817,4.0,63.0,29.0,GO,,
97,ArcA-2,tricarboxylic acid cycle,8.964515202800424e-21,3.783025415581779e-17,0.5789473684210527,0.3793103448275862,0.45833333333333337,11.0,86.0,19.0,GO,,
98,ArcA-2,succinate dehydrogenase (ubiquinone) activity,6.914412586153598e-08,0.0001458941055678409,0.15789473684210525,1.0,0.2727272727272727,3.0,3.0,19.0,GO,,
99,ArcA-2,aerobic respiration,2.541046367750943e-06,0.002680803917977245,0.21052631578947367,0.16666666666666666,0.186046511627907,4.0,45.0,19.0,GO,,
100,ArcA-2,succinate dehydrogenase activity,2.393626185710149e-06,0.002680803917977245,0.15789473684210525,0.42857142857142855,0.23076923076923078,3.0,8.0,19.0,GO,,
101,ArcA-2,electron transfer activity,9.443345460223671e-06,0.007970183568428778,0.2631578947368421,0.07042253521126761,0.1111111111111111,5.0,128.0,19.0,GO,,
102,ArcA-2,oxoglutarate dehydrogenase complex,1.781478066294741e-05,0.012529729066273011,0.10526315789473684,1.0,0.1904761904761905,2.0,5.0,19.0,GO,,
103,ArcA-2,succinate-CoA ligase (ADP-forming) activity,0.00010633628888898562,0.04985990434572437,0.10526315789473684,0.5,0.17391304347826086,2.0,11.0,19.0,GO,,
104,ArcA-2,succinate-CoA ligase (GDP-forming) activity,0.00010633628888898562,0.04985990434572437,0.10526315789473684,0.5,0.17391304347826086,2.0,5.0,19.0,GO,,
105,ArcA-2,succinate-CoA ligase complex (ADP-forming),0.00010633628888898562,0.04985990434572437,0.10526315789473684,0.5,0.17391304347826086,2.0,7.0,19.0,GO,,
106,ArcA-2,cytochrome complex,0.0001767687102354149,0.06781490519940463,0.10526315789473684,0.4,0.16666666666666666,2.0,21.0,19.0,GO,,
107,ArcA-2,oxidative phosphorylation,0.0001767687102354149,0.06781490519940463,0.10526315789473684,0.4,0.16666666666666666,2.0,10.0,19.0,GO,,
108,ArcA-2,fumarate reductase (menaquinone),0.0002644672929045422,0.09300433133809735,0.10526315789473684,0.3333333333333333,0.16,2.0,6.0,19.0,GO,,
109,PAL 10 Del,phenylacetate catabolic process,1.2459245345323306e-06,0.005257801535726435,0.05172413793103448,0.4,0.0916030534351145,6.0,45.0,116.0,GO,,
110,PAL 10 Del,dipeptide transport,2.8970744632985547e-05,0.061128271175599505,0.04310344827586207,0.3333333333333333,0.07633587786259542,5.0,23.0,116.0,GO,,
111,Unchar_1,programmed cell death,9.189874747597182e-06,0.019390635717430053,0.05084745762711865,0.75,0.09523809523809525,3.0,4.0,59.0,GO,,
112,Unchar_1,transcriptional attenuation by ribosome,9.189874747597182e-06,0.019390635717430053,0.05084745762711865,0.75,0.09523809523809525,3.0,8.0,59.0,GO,,
113,QseB,pilus organization,1.8395174137434e-10,7.762763485997148e-07,0.7142857142857143,0.1724137931034483,0.2777777777777778,5.0,29.0,7.0,GO,,
114,QseB,pilus,6.731407830621232e-10,1.42032705226108e-06,0.7142857142857143,0.13513513513513514,0.22727272727272727,5.0,128.0,7.0,GO,,
115,QseB,cell adhesion,1.6725907658884407e-09,1.5056151245391156e-06,0.7142857142857143,0.11363636363636363,0.19607843137254902,5.0,64.0,7.0,GO,,
116,QseB,cell adhesion involved in single-species biofilm formation,1.6725907658884407e-09,1.5056151245391156e-06,0.7142857142857143,0.11363636363636363,0.19607843137254902,5.0,52.0,7.0,GO,,
117,QseB,cell-substrate adhesion,2.4974658463918977e-09,1.5056151245391156e-06,0.42857142857142855,1.0,0.6,3.0,3.0,7.0,GO,,
118,QseB,mechanosensory behavior,2.4974658463918977e-09,1.5056151245391156e-06,0.42857142857142855,1.0,0.6,3.0,3.0,7.0,GO,,
119,QseB,pilus tip,2.4974658463918977e-09,1.5056151245391156e-06,0.42857142857142855,1.0,0.6,3.0,3.0,7.0,GO,,
120,QseB,pilus assembly,0.00014329798319920534,0.07558968613758081,0.2857142857142857,0.16666666666666666,0.2105263157894737,2.0,22.0,7.0,GO,,
121,Fnr-2,"4 iron, 4 sulfur cluster binding",1.225506566110867e-08,2.5858188544939293e-05,0.25,0.09322033898305085,0.1358024691358025,11.0,257.0,44.0,GO,,
122,Fnr-2,iron-sulfur cluster binding,9.28202515004147e-09,2.5858188544939293e-05,0.2727272727272727,0.08275862068965517,0.12698412698412698,12.0,215.0,44.0,GO,,
123,Fnr-2,nickel cation binding,1.914466938199176e-05,0.02693016826400174,0.09090909090909091,0.23529411764705882,0.13114754098360656,4.0,36.0,44.0,GO,,
124,Fnr-2,anaerobic respiration,3.499883028321351e-05,0.0295390127590322,0.13636363636363635,0.09375,0.1111111111111111,6.0,102.0,44.0,GO,,
125,Fnr-2,molybdopterin cofactor binding,3.072508401359957e-05,0.0295390127590322,0.09090909090909091,0.21052631578947367,0.12698412698412698,4.0,28.0,44.0,GO,,
126,Fnr-2,GTPase complex,9.855428366753389e-05,0.059414153868141854,0.045454545454545456,1.0,0.08695652173913045,2.0,2.0,44.0,GO,,
127,Fnr-2,protein maturation by nickel ion transfer,9.855428366753389e-05,0.059414153868141854,0.045454545454545456,1.0,0.08695652173913045,2.0,2.0,44.0,GO,,
128,FecI,iron ion transmembrane transport,3.590658648027385e-11,1.5152579494675564e-07,0.8333333333333334,0.18518518518518517,0.303030303030303,5.0,28.0,6.0,GO,,
129,FecI,iron import into cell,2.0486803828777668e-10,4.322715607872088e-07,0.6666666666666666,0.4,0.5,4.0,10.0,6.0,GO,,
130,FecI,siderophore-dependent iron import into cell,1.7716274260134137e-09,2.4920892459255356e-06,0.6666666666666666,0.25,0.36363636363636365,4.0,23.0,6.0,GO,,
131,FecI,monoatomic ion transport,6.420817119901526e-08,6.77396206149611e-05,0.8333333333333334,0.043859649122807015,0.08333333333333333,5.0,117.0,6.0,GO,,
132,FecI,iron chelate transmembrane transporter activity,1.5627000581532758e-06,0.0013189188490813648,0.3333333333333333,1.0,0.5,2.0,2.0,6.0,GO,,
133,FecI,"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing",1.731448101125464e-05,0.012177851644582433,0.6666666666666666,0.027210884353741496,0.0522875816993464,4.0,175.0,6.0,GO,,
134,FlhDC-2,bacterial-type flagellum-dependent cell motility,3.00398984021613e-57,1.2676837125712068e-53,0.7073170731707317,0.7631578947368421,0.7341772151898733,29.0,59.0,41.0,GO,,
135,FlhDC-2,bacterial-type flagellum,1.1210100958829509e-49,2.3653313023130263e-46,0.6097560975609756,0.8064516129032258,0.6944444444444445,25.0,68.0,41.0,GO,,
136,FlhDC-2,bacterial-type flagellum basal body,1.2297025201723127e-35,1.2973361587817898e-32,0.4146341463414634,0.9444444444444444,0.576271186440678,17.0,21.0,41.0,GO,,
137,FlhDC-2,bacterial-type flagellum organization,1.2297025201723127e-35,1.2973361587817898e-32,0.4146341463414634,0.9444444444444444,0.576271186440678,17.0,19.0,41.0,GO,,
138,FlhDC-2,chemotaxis,1.5733398345359482e-29,1.3278988203483403e-26,0.43902439024390244,0.5142857142857142,0.4736842105263158,18.0,83.0,41.0,GO,,
139,FlhDC-2,bacterial-type flagellum assembly,9.94908341464866e-25,6.997522001636224e-22,0.34146341463414637,0.6363636363636364,0.4444444444444445,14.0,26.0,41.0,GO,,
140,FlhDC-2,protein secretion by the type III secretion system,2.1516718716817313e-19,1.008895033166323e-16,0.21951219512195122,1.0,0.36,9.0,10.0,41.0,GO,,
141,FlhDC-2,bacterial-type flagellum secretion apparatus,2.1516718716817313e-19,1.008895033166323e-16,0.21951219512195122,1.0,0.36,9.0,9.0,41.0,GO,,
142,FlhDC-2,type III protein secretion system complex,2.1516718716817313e-19,1.008895033166323e-16,0.21951219512195122,1.0,0.36,9.0,10.0,41.0,GO,,
143,FlhDC-2,cytoskeletal motor activity,2.8519432626504425e-17,1.2035200568384867e-14,0.1951219512195122,1.0,0.326530612244898,8.0,8.0,41.0,GO,,
144,FlhDC-2,archaeal or bacterial-type flagellum-dependent cell motility,1.3742149894870635e-14,5.2719884142140074e-12,0.1951219512195122,0.6666666666666666,0.3018867924528301,8.0,12.0,41.0,GO,,
145,FlhDC-2,bacterial-type flagellum-dependent swarming motility,1.8832452161057996e-11,6.622745676638729e-09,0.1951219512195122,0.3333333333333333,0.24615384615384614,8.0,28.0,41.0,GO,,
146,FlhDC-2,bacterial-type flagellum hook,5.57857577318012e-11,1.681542125915722e-08,0.12195121951219512,1.0,0.21739130434782605,5.0,7.0,41.0,GO,,
147,FlhDC-2,"bacterial-type flagellum basal body, rod",5.57857577318012e-11,1.681542125915722e-08,0.12195121951219512,1.0,0.21739130434782605,5.0,10.0,41.0,GO,,
148,FlhDC-2,structural molecule activity,2.077271635382467e-06,0.000584405753420934,0.0975609756097561,0.36363636363636365,0.15384615384615385,4.0,12.0,41.0,GO,,
149,FlhDC-2,"bacterial-type flagellum basal body, C ring",3.022824526299315e-06,0.0007503717353519476,0.07317073170731707,0.75,0.13333333333333333,3.0,7.0,41.0,GO,,
150,FlhDC-2,bacterial-type flagellum rotor complex,3.022824526299315e-06,0.0007503717353519476,0.07317073170731707,0.75,0.13333333333333333,3.0,7.0,41.0,GO,,
151,FlhDC-2,protein secretion,6.174210219677251e-06,0.0014475092848354445,0.0975609756097561,0.2857142857142857,0.14545454545454548,4.0,19.0,41.0,GO,,
152,FlhDC-2,bacterial-type flagellum-dependent swimming motility,7.507889939599375e-06,0.0016675418707952296,0.07317073170731707,0.6,0.13043478260869565,3.0,9.0,41.0,GO,,
153,FlhDC-2,protein transport,3.276126788089013e-05,0.006912627522867817,0.14634146341463414,0.08823529411764706,0.11009174311926606,6.0,98.0,41.0,GO,,
154,FlhDC-2,extracellular region,0.00025771332195827657,0.0517881056506632,0.07317073170731707,0.21428571428571427,0.1090909090909091,3.0,27.0,41.0,GO,,
155,SG_4,cellular response to nutrient levels,3.123972993003378e-06,0.013183166030474255,0.4,0.6666666666666666,0.5,2.0,6.0,5.0,GO,,
156,RpoE,sigma factor antagonist complex,4.098276962411958e-07,0.0017294728781378464,0.2727272727272727,0.42857142857142855,0.33333333333333326,3.0,7.0,11.0,GO,,
157,gcvB,heme transmembrane transport,2.6793571936811503e-15,1.1306887357334454e-11,0.8333333333333334,0.8333333333333334,0.8333333333333334,5.0,6.0,6.0,GO,,
158,gcvB,dipeptide transport,1.3387199998210107e-12,2.8246991996223326e-09,0.8333333333333334,0.3333333333333333,0.47619047619047616,5.0,23.0,6.0,GO,,
159,gcvB,dipeptide transmembrane transport,5.179739816759682e-12,5.464625506681464e-09,0.8333333333333334,0.2631578947368421,0.39999999999999997,5.0,26.0,6.0,GO,,
160,gcvB,dipeptide transmembrane transporter activity,5.179739816759682e-12,5.464625506681464e-09,0.8333333333333334,0.2631578947368421,0.39999999999999997,5.0,32.0,6.0,GO,,
161,gcvB,peptide transport,4.814579213858009e-10,4.0635048564961587e-07,0.8333333333333334,0.11363636363636363,0.19999999999999998,5.0,63.0,6.0,GO,,
162,gcvB,protein transport,4.600035120512609e-09,3.2353580347605348e-06,0.8333333333333334,0.07352941176470588,0.13513513513513514,5.0,98.0,6.0,GO,,
163,gcvB,"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing",2.3206766641680807e-07,0.00013990365032556145,0.8333333333333334,0.034013605442176874,0.06535947712418301,5.0,175.0,6.0,GO,,
164,gcvB,heme transmembrane transporter activity,2.3383459925024568e-05,0.012334775110450459,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,6.0,6.0,GO,,
165,MalT,maltodextrin transmembrane transport,1.8759071879580598e-14,7.916328333183012e-11,0.5,1.0,0.6666666666666666,5.0,13.0,10.0,GO,,
166,MalT,maltose transport,1.1244728556135187e-13,2.3726377253445245e-10,0.5,0.8333333333333334,0.625,5.0,13.0,10.0,GO,,
167,MalT,maltose transport complex,1.368786944809311e-11,1.9254269690317642e-08,0.4,1.0,0.5714285714285715,4.0,12.0,10.0,GO,,
168,MalT,ABC-type maltose transporter activity,8.562740044772231e-09,7.226952597787762e-06,0.3,1.0,0.4615384615384615,3.0,8.0,10.0,GO,,
169,MalT,maltose transmembrane transport,8.562740044772231e-09,7.226952597787762e-06,0.3,1.0,0.4615384615384615,3.0,3.0,10.0,GO,,
