,gene_id,database,kegg_id
1072,b1332,KEGG_orth,-
1078,b1340,KEGG_orth,-
1084,b1346,KEGG_orth,-
1087,b1351,KEGG_orth,-
1088,b4527,KEGG_orth,-
1089,b1355,KEGG_orth,-
1090,b1358,KEGG_orth,-
1091,b1359,KEGG_orth,-
1094,b1365,KEGG_orth,-
1095,b1366,KEGG_orth,-
1096,b1368,KEGG_orth,-
1097,b1372,KEGG_orth,-
1098,b1373,KEGG_orth,-
1103,b4529,KEGG_orth,-
1106,b1381,KEGG_orth,-
1111,b1404,KEGG_orth,-
1113,b1407,KEGG_orth,-
1114,b1408,KEGG_orth,-
1116,b1410,KEGG_orth,-
1117,b1411,KEGG_orth,-
1120,b1414,KEGG_orth,-
1124,b1422,KEGG_orth,-
1125,b1423,KEGG_orth,-
1126,b1424,KEGG_orth,-
1129,b1428,KEGG_orth,-
1132,b1431,KEGG_orth,-
1135,b1434,KEGG_orth,-
1137,b1436,KEGG_orth,-
1140,b1439,KEGG_orth,-
1145,b1445,KEGG_orth,-
1146,b1446,KEGG_orth,-
1152,b1452,KEGG_orth,-
1156,b1462,KEGG_orth,-
1158,b1464,KEGG_orth,-
1164,b1473,KEGG_orth,-
1169,b1481,KEGG_orth,-
1175,b1491,KEGG_orth,-
1178,b1495,KEGG_orth,-
1182,b1499,KEGG_orth,-
1183,b1501,KEGG_orth,-
1184,b1503,KEGG_orth,-
1197,b1522,KEGG_orth,-
1198,b1523,KEGG_orth,-
1201,b1526,KEGG_orth,-
1202,b1527,KEGG_orth,-
1208,b1534,KEGG_orth,-
1210,b1536,KEGG_orth,-
1211,b1537,KEGG_orth,-
1215,b1541,KEGG_orth,-
1216,b1542,KEGG_orth,-
1219,b1546,KEGG_orth,-
1220,b1547,KEGG_orth,-
1224,b1555,KEGG_orth,-
1225,b1556,KEGG_orth,-
1226,b1559,KEGG_orth,-
1227,b1560,KEGG_orth,-
1228,b1561,KEGG_orth,-
1232,b1571,KEGG_orth,-
1233,b1572,KEGG_orth,-
1234,b1573,KEGG_orth,-
1236,b1576,KEGG_orth,-
1240,b1583,KEGG_orth,-
1242,b1586,KEGG_orth,-
1245,b1591,KEGG_orth,-
1249,b1595,KEGG_orth,-
1251,b1597,KEGG_orth,-
1257,b1604,KEGG_orth,-
1259,b1607,KEGG_orth,-
1266,b1614,KEGG_orth,-
1276,b1624,KEGG_orth,-
1277,b4409,KEGG_orth,-
1278,b1625,KEGG_orth,-
1279,b1626,KEGG_orth,-
1291,b1639,KEGG_orth,-
1294,b1643,KEGG_orth,-
1295,b1644,KEGG_orth,-
1296,b1645,KEGG_orth,-
1298,b1647,KEGG_orth,-
1309,b1659,KEGG_orth,-
1310,b1660,KEGG_orth,-
1313,b1664,KEGG_orth,-
1314,b1668,KEGG_orth,-
1315,b1669,KEGG_orth,-
1317,b1671,KEGG_orth,-
1318,b1672,KEGG_orth,-
1319,b1673,KEGG_orth,-
1320,b1674,KEGG_orth,-
1331,b1687,KEGG_orth,-
1332,b1689,KEGG_orth,-
1333,b1690,KEGG_orth,-
1334,b1691,KEGG_orth,-
1338,b1695,KEGG_orth,-
1339,b1696,KEGG_orth,-
1340,b1697,KEGG_orth,-
1341,b1698,KEGG_orth,-
1343,b1700,KEGG_orth,-
1349,b1707,KEGG_orth,-
1357,b4535,KEGG_orth,-
1360,b1724,KEGG_orth,-
1361,b1725,KEGG_orth,-
1362,b1726,KEGG_orth,-
1365,b1730,KEGG_orth,-
1377,b1743,KEGG_orth,-
1384,b1750,KEGG_orth,-
1385,b1751,KEGG_orth,-
1386,b1752,KEGG_orth,-
1387,b1753,KEGG_orth,-
1392,b1758,KEGG_orth,-
1394,b1760,KEGG_orth,-
1398,b1765,KEGG_orth,-
1403,b1772,KEGG_orth,-
1404,b1773,KEGG_orth,-
1405,b1774,KEGG_orth,-
1407,b1776,KEGG_orth,-
1412,b1781,KEGG_orth,-
1415,b1785,KEGG_orth,-
1416,b1786,KEGG_orth,-
1418,b1790,KEGG_orth,-
1420,b1792,KEGG_orth,-
1422,b4676,KEGG_orth,-
1423,b1795,KEGG_orth,-
1424,b1796,KEGG_orth,-
1425,b1797,KEGG_orth,-
1437,b1809,KEGG_orth,-
1438,b1810,KEGG_orth,-
1441,b1813,KEGG_orth,-
1444,b1816,KEGG_orth,-
1449,b1820,KEGG_orth,-
1450,b1821,KEGG_orth,-
1452,b1824,KEGG_orth,-
1453,b1825,KEGG_orth,-
1454,b4536,KEGG_orth,-
1462,b1834,KEGG_orth,-
1464,b1836,KEGG_orth,-
1465,b1837,KEGG_orth,-
1469,b1843,KEGG_orth,-
1472,b1846,KEGG_orth,-
1473,b1847,KEGG_orth,-
1488,b1862,KEGG_orth,-
1490,b1864,KEGG_orth,-
1492,b1867,KEGG_orth,-
1493,b1868,KEGG_orth,-
1523,b4537,KEGG_orth,-
1524,b1904,KEGG_orth,-
1526,b1906,KEGG_orth,-
1529,b1915,KEGG_orth,-
1541,b1928,KEGG_orth,-
1543,b1931,KEGG_orth,-
1559,b1952,KEGG_orth,-
1560,b1953,KEGG_orth,-
1563,b1957,KEGG_orth,-
1565,b1959,KEGG_orth,-
1569,b1963,KEGG_orth,-
1576,b1973,KEGG_orth,-
1577,b1974,KEGG_orth,-
1582,b1983,KEGG_orth,-
1583,b1985,KEGG_orth,-
1592,b2003,KEGG_orth,-
1595,b2008,KEGG_orth,-
1599,b2014,KEGG_orth,-
1600,b2015,KEGG_orth,-
1601,b2016,KEGG_orth,-
1634,b2059,KEGG_orth,-
1638,b2063,KEGG_orth,-
1645,b2070,KEGG_orth,-
1646,b2072,KEGG_orth,-
1647,b2073,KEGG_orth,-
1656,b2082,KEGG_orth,-
1657,b2086,KEGG_orth,-
1663,b2098,KEGG_orth,-
1664,b2099,KEGG_orth,-
1665,b2100,KEGG_orth,-
1666,b2101,KEGG_orth,-
1670,b2105,KEGG_orth,-
1672,b2107,KEGG_orth,-
1673,b2108,KEGG_orth,-
1675,b2110,KEGG_orth,-
1676,b2111,KEGG_orth,-
1677,b2112,KEGG_orth,-
1680,b2115,KEGG_orth,-
1681,b2118,KEGG_orth,-
1682,b2119,KEGG_orth,-
1683,b2120,KEGG_orth,-
1684,b2121,KEGG_orth,-
1685,b2122,KEGG_orth,-
1686,b2123,KEGG_orth,-
1687,b2124,KEGG_orth,-
1690,b4542,KEGG_orth,-
1697,b2135,KEGG_orth,-
1698,b2136,KEGG_orth,-
1699,b2137,KEGG_orth,-
1702,b2145,KEGG_orth,-
1712,b2157,KEGG_orth,-
1713,b2158,KEGG_orth,-
1730,b2172,KEGG_orth,-
1731,b2173,KEGG_orth,-
1734,b2176,KEGG_orth,-
1739,b2181,KEGG_orth,-
1775,b2225,KEGG_orth,-
1776,b2226,KEGG_orth,-
1778,b2230,KEGG_orth,-
1784,b2237,KEGG_orth,-
1790,b2244,KEGG_orth,-
1792,b2246,KEGG_orth,-
1794,b2248,KEGG_orth,-
1795,b2249,KEGG_orth,-
1796,b2250,KEGG_orth,-
1798,b2252,KEGG_orth,-
1815,b2271,KEGG_orth,-
1816,b2272,KEGG_orth,-
1829,b2289,KEGG_orth,-
1831,b2292,KEGG_orth,-
1836,b2298,KEGG_orth,-
1837,b2299,KEGG_orth,-
1843,b2305,KEGG_orth,-
1856,b2319,KEGG_orth,-
1858,b2321,KEGG_orth,-
1859,b2322,KEGG_orth,-
1862,b2325,KEGG_orth,-
1867,b2333,KEGG_orth,-
1868,b2334,KEGG_orth,-
1869,b2335,KEGG_orth,-
1870,b2336,KEGG_orth,-
1871,b2339,KEGG_orth,-
1875,b2343,KEGG_orth,-
1879,b2350,KEGG_orth,-
1881,b2354,KEGG_orth,-
1882,b2356,KEGG_orth,-
1883,b2357,KEGG_orth,-
1884,b2358,KEGG_orth,-
1885,b2359,KEGG_orth,-
1886,b2360,KEGG_orth,-
1888,b2362,KEGG_orth,-
1889,b2363,KEGG_orth,-
1899,b2377,KEGG_orth,-
1904,b2382,KEGG_orth,-
1908,b2384,KEGG_orth,-
1913,b2389,KEGG_orth,-
1914,b2390,KEGG_orth,-
1917,b2395,KEGG_orth,-
1918,b2398,KEGG_orth,-
1919,b2399,KEGG_orth,-
1921,b2405,KEGG_orth,-
1924,b2408,KEGG_orth,-
1933,b2419,KEGG_orth,-
1934,b2420,KEGG_orth,-
1940,b2426,KEGG_orth,-
1946,b2432,KEGG_orth,-
1947,b2433,KEGG_orth,-
1948,b2434,KEGG_orth,-
1955,b2442,KEGG_orth,-
1970,b2466,KEGG_orth,-
1972,b2468,KEGG_orth,-
1975,b2471,KEGG_orth,-
1976,b4547,KEGG_orth,-
2004,b2503,KEGG_orth,-
2005,b2504,KEGG_orth,-
2006,b2505,KEGG_orth,-
2007,b2506,KEGG_orth,-
2013,b2513,KEGG_orth,-
2023,b2524,KEGG_orth,-
2033,b2535,KEGG_orth,-
2036,b2544,KEGG_orth,-
2037,b2545,KEGG_orth,-
2041,b2549,KEGG_orth,-
2042,b2550,KEGG_orth,-
2050,b2561,KEGG_orth,-
2051,b2562,KEGG_orth,-
2066,b2577,KEGG_orth,-
2084,b2602,KEGG_orth,-
2085,b2603,KEGG_orth,-
2087,b2605,KEGG_orth,-
2093,b2611,KEGG_orth,-
2094,b4461,KEGG_orth,-
2099,b2619,KEGG_orth,-
2101,b2622,KEGG_orth,-
2102,b2625,KEGG_orth,-
2104,b2633,KEGG_orth,-
2105,b2634,KEGG_orth,-
2106,b2643,KEGG_orth,-
2108,b4548,KEGG_orth,-
2111,b2647,KEGG_orth,-
2118,b2665,KEGG_orth,-
2119,b2666,KEGG_orth,-
2120,b2667,KEGG_orth,-
2121,b2668,KEGG_orth,-
2123,b2670,KEGG_orth,-
2124,b2671,KEGG_orth,-
2125,b2672,KEGG_orth,-
2133,b2682,KEGG_orth,-
2134,b2683,KEGG_orth,-
2140,b2690,KEGG_orth,-
2174,b2732,KEGG_orth,-
2177,b2735,KEGG_orth,-
2189,b2749,KEGG_orth,-
2207,b2767,KEGG_orth,-
2208,b2768,KEGG_orth,-
2209,b2769,KEGG_orth,-
2210,b2770,KEGG_orth,-
2211,b2771,KEGG_orth,-
2212,b4463,KEGG_orth,-
2213,b2774,KEGG_orth,-
2214,b2775,KEGG_orth,-
2215,b2776,KEGG_orth,-
2227,b2790,KEGG_orth,-
2228,b2792,KEGG_orth,-
2240,b2807,KEGG_orth,-
2242,b2809,KEGG_orth,-
2254,b2824,KEGG_orth,-
2262,b2832,KEGG_orth,-
2267,b2839,KEGG_orth,-
2273,b2845,KEGG_orth,-
2274,b2846,KEGG_orth,-
2275,b2847,KEGG_orth,-
2276,b2848,KEGG_orth,-
2277,b2851,KEGG_orth,-
2280,b2863,KEGG_orth,-
2285,b2869,KEGG_orth,-
2286,b2870,KEGG_orth,-
2288,b2872,KEGG_orth,-
2292,b2876,KEGG_orth,-
2295,b2879,KEGG_orth,-
2301,b2886,KEGG_orth,-
2302,b2887,KEGG_orth,-
2303,b2888,KEGG_orth,-
2304,b4684,KEGG_orth,-
2317,b2902,KEGG_orth,-
2334,b2921,KEGG_orth,-
2342,b2929,KEGG_orth,-
2343,b2930,KEGG_orth,-
2352,b2939,KEGG_orth,-
2366,b2955,KEGG_orth,-
2367,b2956,KEGG_orth,-
2369,b2958,KEGG_orth,-
2372,b2962,KEGG_orth,-
2380,b2971,KEGG_orth,-
2391,b2981,KEGG_orth,-
2392,b2983,KEGG_orth,-
2393,b2984,KEGG_orth,-
2394,b2985,KEGG_orth,-
2395,b2986,KEGG_orth,-
2400,b2992,KEGG_orth,-
2403,b2995,KEGG_orth,-
2404,b2996,KEGG_orth,-
2406,b2998,KEGG_orth,-
2408,b3002,KEGG_orth,-
2409,b3003,KEGG_orth,-
2413,b3009,KEGG_orth,-
2414,b3010,KEGG_orth,-
2417,b3013,KEGG_orth,-
2418,b4469,KEGG_orth,-
2426,b3024,KEGG_orth,-
2430,b3029,KEGG_orth,-
2437,b3037,KEGG_orth,-
2438,b3038,KEGG_orth,-
2441,b4756,KEGG_orth,-
2443,b3043,KEGG_orth,-
2445,b3047,KEGG_orth,-
2446,b3048,KEGG_orth,-
2447,b3049,KEGG_orth,-
2448,b3050,KEGG_orth,-
2449,b3051,KEGG_orth,-
2471,b3078,KEGG_orth,-
2472,b3079,KEGG_orth,-
2478,b3086,KEGG_orth,-
2479,b3087,KEGG_orth,-
2480,b3088,KEGG_orth,-
2482,b3090,KEGG_orth,-
2486,b3095,KEGG_orth,-
2487,b3096,KEGG_orth,-
2488,b3097,KEGG_orth,-
2489,b3098,KEGG_orth,-
2490,b3099,KEGG_orth,-
2491,b3100,KEGG_orth,-
2494,b3103,KEGG_orth,-
2495,b3104,KEGG_orth,-
2496,b3105,KEGG_orth,-
2498,b3107,KEGG_orth,-
2499,b4470,KEGG_orth,-
2500,b3110,KEGG_orth,-
2524,b3142,KEGG_orth,-
2525,b3143,KEGG_orth,-
2531,b3150,KEGG_orth,-
2533,b3152,KEGG_orth,-
2537,b3157,KEGG_orth,-
2539,b3159,KEGG_orth,-
2540,b3160,KEGG_orth,-
2549,b3173,KEGG_orth,-
2558,b3184,KEGG_orth,-
2562,b3190,KEGG_orth,-
2580,b3220,KEGG_orth,-
2581,b3221,KEGG_orth,-
2597,b3238,KEGG_orth,-
2602,b4472,KEGG_orth,-
2611,b3257,KEGG_orth,-
2616,b3263,KEGG_orth,-
2623,b3279,KEGG_orth,-
2624,b3280,KEGG_orth,-
2637,b3293,KEGG_orth,-
2672,b3358,KEGG_orth,-
2676,b3362,KEGG_orth,-
2683,b3369,KEGG_orth,-
2688,b3376,KEGG_orth,-
2689,b3377,KEGG_orth,-
2691,b3380,KEGG_orth,-
2692,b3381,KEGG_orth,-
2693,b3382,KEGG_orth,-
2694,b3383,KEGG_orth,-
2708,b3398,KEGG_orth,-
2712,b3402,KEGG_orth,-
2720,b3413,KEGG_orth,-
2736,b3434,KEGG_orth,-
2741,b3440,KEGG_orth,-
2755,b3459,KEGG_orth,-
2762,b3467,KEGG_orth,-
2766,b3472,KEGG_orth,-
2767,b3473,KEGG_orth,-
2768,b3474,KEGG_orth,-
2776,b3482,KEGG_orth,-
2777,b3484,KEGG_orth,-
2780,b3491,KEGG_orth,-
2804,b3520,KEGG_orth,-
2805,b3521,KEGG_orth,-
2807,b3523,KEGG_orth,-
2811,b3527,KEGG_orth,-
2813,b3529,KEGG_orth,-
2818,b3535,KEGG_orth,-
2819,b3536,KEGG_orth,-
2820,b3537,KEGG_orth,-
2821,b3538,KEGG_orth,-
2822,b3539,KEGG_orth,-
2830,b3548,KEGG_orth,-
2834,b3552,KEGG_orth,-
2836,b3554,KEGG_orth,-
2840,b4553,KEGG_orth,-
2841,b3561,KEGG_orth,-
2842,b3562,KEGG_orth,-
2843,b3563,KEGG_orth,-
2853,b3573,KEGG_orth,-
2856,b3576,KEGG_orth,-
2864,b3586,KEGG_orth,-
2865,b3587,KEGG_orth,-
2870,b3592,KEGG_orth,-
2871,b3593,KEGG_orth,-
2872,b3594,KEGG_orth,-
2873,b3597,KEGG_orth,-
2874,b3598,KEGG_orth,-
2880,b4554,KEGG_orth,-
2889,b3611,KEGG_orth,-
2891,b3613,KEGG_orth,-
2896,b3618,KEGG_orth,-
2919,b3644,KEGG_orth,-
2920,b3646,KEGG_orth,-
2925,b3655,KEGG_orth,-
2929,b3660,KEGG_orth,-
2931,b4555,KEGG_orth,-
2932,b3663,KEGG_orth,-
2943,b3675,KEGG_orth,-
2945,b3677,KEGG_orth,-
2947,b3680,KEGG_orth,-
2956,b3689,KEGG_orth,-
2957,b3690,KEGG_orth,-
2962,b3698,KEGG_orth,-
2972,b3711,KEGG_orth,-
2973,b3712,KEGG_orth,-
2976,b3715,KEGG_orth,-
3000,b3745,KEGG_orth,-
3009,b3754,KEGG_orth,-
3010,b3755,KEGG_orth,-
3040,b4558,KEGG_orth,-
3045,b4482,KEGG_orth,-
3047,b3817,KEGG_orth,-
3048,b3818,KEGG_orth,-
3050,b3820,KEGG_orth,-
3056,b3826,KEGG_orth,-
3057,b3827,KEGG_orth,-
3075,b3848,KEGG_orth,-
3081,b3859,KEGG_orth,-
3083,b3861,KEGG_orth,-
3084,b3862,KEGG_orth,-
3092,b3872,KEGG_orth,-
3093,b3873,KEGG_orth,-
3094,b3874,KEGG_orth,-
3099,b3884,KEGG_orth,-
3102,b3888,KEGG_orth,-
3103,b3889,KEGG_orth,-
3106,b3894,KEGG_orth,-
3108,b3896,KEGG_orth,-
3124,b3910,KEGG_orth,-
3131,b3920,KEGG_orth,-
3132,b3921,KEGG_orth,-
3133,b3922,KEGG_orth,-
3145,b3937,KEGG_orth,-
3150,b3943,KEGG_orth,-
3162,b3954,KEGG_orth,-
3172,b3964,KEGG_orth,-
3187,b3989,KEGG_orth,-
3200,b4001,KEGG_orth,-
3215,b4023,KEGG_orth,-
3218,b4026,KEGG_orth,-
3219,b4027,KEGG_orth,-
3220,b4028,KEGG_orth,-
3221,b4029,KEGG_orth,-
3222,b4620,KEGG_orth,-
3236,b4045,KEGG_orth,-
3240,b4056,KEGG_orth,-
3241,b4057,KEGG_orth,-
3243,b4060,KEGG_orth,-
3244,b4061,KEGG_orth,-
3260,b4079,KEGG_orth,-
3264,b4622,KEGG_orth,-
3265,b4083,KEGG_orth,-
3271,b4089,KEGG_orth,-
3273,b4487,KEGG_orth,-
3279,b4109,KEGG_orth,-
3280,b4110,KEGG_orth,-
3288,b4118,KEGG_orth,-
3295,b4126,KEGG_orth,-
3302,b4135,KEGG_orth,-
3310,b4144,KEGG_orth,-
3311,b4145,KEGG_orth,-
3323,b4156,KEGG_orth,-
3324,b4157,KEGG_orth,-
3325,b4158,KEGG_orth,-
3344,b4182,KEGG_orth,-
3345,b4183,KEGG_orth,-
3347,b4185,KEGG_orth,-
3349,b4188,KEGG_orth,-
3350,b4189,KEGG_orth,-
3360,b4199,KEGG_orth,-
3364,b4204,KEGG_orth,-
3368,b4210,KEGG_orth,-
3370,b4212,KEGG_orth,-
3374,b4217,KEGG_orth,-
3375,b4218,KEGG_orth,-
3396,b4248,KEGG_orth,-
3398,b4253,KEGG_orth,-
3402,b4257,KEGG_orth,-
3415,b4279,KEGG_orth,-
3416,b4284,KEGG_orth,-
3423,b4299,KEGG_orth,-
3441,b4325,KEGG_orth,-
3445,b4329,KEGG_orth,-
3446,b4330,KEGG_orth,-
3448,b4332,KEGG_orth,-
3449,b4333,KEGG_orth,-
3450,b4334,KEGG_orth,-
3451,b4335,KEGG_orth,-
3452,b4336,KEGG_orth,-
3453,b4337,KEGG_orth,-
3454,b4340,KEGG_orth,-
3455,b4341,KEGG_orth,-
3461,b4352,KEGG_orth,-
3462,b4353,KEGG_orth,-
3463,b4354,KEGG_orth,-
3465,b4356,KEGG_orth,-
3466,b4357,KEGG_orth,-
3467,b4358,KEGG_orth,-
3469,b4360,KEGG_orth,-
3471,b4363,KEGG_orth,-
3472,b4365,KEGG_orth,-
3473,b4366,KEGG_orth,-
3475,b4567,KEGG_orth,-
3482,b4377,KEGG_orth,-
3484,b4379,KEGG_orth,-
3485,b4380,KEGG_orth,-
3490,b4385,KEGG_orth,-
3496,b4391,KEGG_orth,-
3499,b4394,KEGG_orth,-
3517,b0002,KEGG_pathway,map00260
3518,b0002,KEGG_pathway,map00261
3519,b0002,KEGG_pathway,map00270
3520,b0002,KEGG_pathway,map00300
3521,b0002,KEGG_pathway,map01100
3522,b0002,KEGG_pathway,map01110
3523,b0002,KEGG_pathway,map01120
3524,b0002,KEGG_pathway,map01130
3525,b0002,KEGG_pathway,map01230
3531,b0003,KEGG_pathway,map00260
3532,b0003,KEGG_pathway,map01100
3533,b0003,KEGG_pathway,map01110
3534,b0003,KEGG_pathway,map01120
3535,b0003,KEGG_pathway,map01230
3542,b0004,KEGG_pathway,map00260
3543,b0004,KEGG_pathway,map00750
3544,b0004,KEGG_pathway,map01100
3545,b0004,KEGG_pathway,map01110
3546,b0004,KEGG_pathway,map01120
3547,b0004,KEGG_pathway,map01230
3548,b0005,KEGG_pathway,-
3549,b0007,KEGG_pathway,-
3553,b0009,KEGG_pathway,map00790
3554,b0009,KEGG_pathway,map01100
3555,b0009,KEGG_pathway,map04122
3556,b0010,KEGG_pathway,-
3557,b0011,KEGG_pathway,-
3558,b0013,KEGG_pathway,-
3562,b0014,KEGG_pathway,map03018
3563,b0014,KEGG_pathway,map04212
3564,b0014,KEGG_pathway,map05152
3565,b0015,KEGG_pathway,-
3566,b0019,KEGG_pathway,-
3567,b0020,KEGG_pathway,-
3569,b0023,KEGG_pathway,map03010
3571,b0026,KEGG_pathway,map00970
3573,b0027,KEGG_pathway,map03060
3574,b0028,KEGG_pathway,-
3579,b0029,KEGG_pathway,map00900
3580,b0029,KEGG_pathway,map01100
3581,b0029,KEGG_pathway,map01110
3582,b0029,KEGG_pathway,map01130
3583,b0030,KEGG_pathway,-
